Start Date,End Date,Intensity Joy,Intensity Trust,Intensity Fear,Intensity Surprise,Intensity Sadness,Intensity Disgust,Intensity Anger,Intensity Anticipation,Valence Joy,Valence Trust,Valence Fear,Valence Surprise,Valence Sadness,Valence Disgust,Valence Anger,Valence Anticipation,Arousal Joy,Arousal Trust,Arousal Fear,Arousal Surprise,Arousal Sadness,Arousal Disgust,Arousal Anger,Arousal Anticipation,Dominance Joy,Dominance Trust,Dominance Fear,Dominance Surprise,Dominance Sadness,Dominance Disgust,Dominance Anger,Dominance Anticipation
27/01/2019,03/02/2019,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6164685163333333,0.0,0.19947159833333336,0.0,0.30295024233333334,0.0,0.0,0.5129898723333334,0.44752018433333335,0.0,0.098615917,0.0,0.16897347166666665,0.0,0.0,0.37716262966666664,0.513963161,0.0,0.18419489,0.0,0.24480095066666666,0.0,0.0,0.4533571003333334
04/02/2019,11/02/2019,0.5625,0.1875,0.25,0.0,0.375,0.0,0.0,0.3125,0.571334214125,0.20392998675000001,0.14960369875,0.0,0.340819022625,0.0,0.0,0.216644649875,0.35012975775,0.12262110725,0.07396193775,0.0,0.19009515562499998,0.0,0.0,0.12262110725,0.48284313725000005,0.16310160425,0.1381461675,0.0,0.2754010695,0.0,0.0,0.19073083775
12/02/2019,19/02/2019,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.5,0.6019374725,0.14090708933333332,0.09973579916666668,0.14509026866666666,0.15147512116666667,0.0,0.0,0.3342140026666667,0.426758939,0.101787774,0.0493079585,0.12370242216666666,0.08448673583333333,0.0,0.0,0.23788927333333332,0.4898989898333334,0.11616161616666666,0.092097445,0.10754604866666667,0.12240047533333333,0.0,0.0,0.26975638733333335
20/02/2019,27/02/2019,0.6363636363636364,0.13636363636363635,0.18181818181818182,0.0,0.2727272727272727,0.0,0.0,0.4090909090909091,0.594511829090909,0.15491773745454546,0.10880269000000001,0.0,0.2478683800909091,0.0,0.0,0.32856971300000004,0.4059452657727273,0.10789556463636364,0.053790500181818184,0.0,0.13825102227272726,0.0,0.0,0.24111355763636363,0.5034840382272727,0.14422297845454546,0.10046994,0.0,0.2002916869090909,0.0,0.0,0.28552908763636364
28/02/2019,07/03/2019,0.4166666666666667,0.25,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.75,0.45816820783333334,0.26596213116666667,0.09973579916666668,0.1369440775,0.0,0.0,0.0,0.5666006165833334,0.34371395616666667,0.15455593999999998,0.0493079585,0.08765859283333333,0.0,0.0,0.0,0.379181084,0.4013666071666666,0.20766488400000002,0.092097445,0.12299465233333333,0.0,0.0,0.0,0.49168152108333335
08/03/2019,15/03/2019,0.5,0.0,0.0,0.0,0.5,0.25,0.25,0.5,0.46235138725,0.0,0.0,0.0,0.27807133425,0.0508586525,0.0508586525,0.36922060775,0.33564013825,0.0,0.0,0.0,0.2811418685,0.15441176475,0.15441176475,0.3062283735,0.38547237074999996,0.0,0.0,0.0,0.22950089125,0.04590017825,0.04590017825,0.30704099825
16/03/2019,23/03/2019,0.5714285714285714,0.14285714285714285,0.0,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.49405548228571433,0.09888658242857143,0.0,0.22324966985714287,0.1588979052857143,0.02906208714285714,0.02906208714285714,0.4006416305714286,0.3304498269999999,0.05190311414285714,0.0,0.15793376171428572,0.1606524962857143,0.08823529414285715,0.08823529414285715,0.29016312400000005,0.39928698742857144,0.07894066714285715,0.0,0.17112299457142857,0.13114336642857144,0.026228673285714287,0.026228673285714287,0.3124522535714286
24/03/2019,31/03/2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98678996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.700692042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01/04/2019,08/04/2019,0.65,0.35,0.2,0.25,0.1,0.0,0.0,0.75,0.60706737125,0.33560105674999996,0.119682959,0.2445178336,0.1817701454,0.0,0.0,0.6853368559999999,0.39524221454999997,0.19515570934999998,0.0591695502,0.1740484429,0.10138408299999999,0.0,0.0,0.4442906574,0.49750445620000006,0.2783422459,0.110516934,0.20178253110000002,0.1468805704,0.0,0.0,0.5684491977
09/04/2019,16/04/2019,0.75,0.3125,0.125,0.125,0.1875,0.0,0.0,0.4375,0.801354029125,0.315719947125,0.074801849375,0.102708058125,0.22721268175,0.0,0.0,0.362120211375,0.544550173,0.214100346,0.036980968875,0.065743944625,0.12673010375,0.0,0.0,0.25583910025,0.692067736125,0.290552584625,0.06907308375,0.09224598925,0.183600713,0.0,0.0,0.31483957212499997
